1,2,0.41500000000000004
1,3,0.55
1,4,0.625
1,5,0.7350000000000001
1,6,0.55
1,7,0.7350000000000001
1,8,0.83
1,9,0.67
1,10,0.835
1,11,0.7350000000000001
1,12,0.365
1,13,0.33
1,14,0.33
1,15,0.62
1,16,0.55
1,17,0.77
1,18,0.365
1,19,0.83
1,20,0.55
1,21,0.83
1,22,0.29000000000000004
1,23,0.55
1,24,0.62
1,25,0.67
2,1,0.41500000000000004
2,3,0.225
2,4,0.75
2,5,0.675
2,7,0.45
2,8,0.625
2,9,0.21000000000000002
2,11,0.225
2,15,0.395
2,16,0.9
2,17,0.195
2,18,0.9
2,19,0.41500000000000004
2,21,0.41500000000000004
3,1,0.55
3,2,0.225
3,4,0.45
3,5,0.2
3,6,0.8
3,7,0.8
3,8,0.365
3,9,0.915
3,10,0.45
3,11,0.8
3,15,0.17
3,16,0.4
3,17,0.685
3,18,0.2
3,19,0.365
3,20,0.8
3,21,0.7350000000000001
3,23,0.8
3,24,0.685
3,25,0.365
4,1,0.625
4,2,0.75
4,3,0.45
4,5,0.675
4,6,0.225
4,7,0.675
4,8,0.835
4,9,0.41500000000000004
4,10,0.25
4,11,0.45
4,15,0.395
4,16,0.9
4,17,0.395
4,18,0.675
4,19,0.625
4,20,0.225
4,21,0.625
4,23,0.225
4,24,0.195
4,25,0.21000000000000002
5,1,0.7350000000000001
5,2,0.675
5,3,0.2
5,4,0.675
5,6,0.2
5,7,0.4
5,8,0.915
5,9,0.365
5,10,0.45
5,11,0.4
5,12,0.4
5,13,0.365
5,14,0.365
5,15,0.685
5,16,0.6
5,17,0.515
5,18,0.6
5,19,0.7350000000000001
5,20,0.2
5,21,0.55
5,22,0.325
5,23,0.2
5,24,0.345
5,25,0.365
6,1,0.55
6,3,0.8
6,4,0.225
6,5,0.2
6,7,0.6
6,8,0.365
6,9,0.915
6,10,0.675
6,11,0.8
6,12,0.2
6,13,0.185
6,14,0.185
6,15,0.17
6,16,0.2
6,17,0.685
6,19,0.365
6,20,1.0
6,21,0.7350000000000001
6,22,0.16
6,23,1.0
6,24,0.855
6,25,0.55
7,1,0.7350000000000001
7,2,0.45
7,3,0.8
7,4,0.675
7,5,0.4
7,6,0.6
7,8,0.55
7,9,0.7350000000000001
7,10,0.45
7,11,0.8
7,15,0.345
7,16,0.6
7,17,0.685
7,18,0.4
7,19,0.55
7,20,0.6
7,21,0.915
7,23,0.6
7,24,0.515
7,25,0.365
8,1,0.83
8,2,0.625
8,3,0.365
8,4,0.835
8,5,0.915
8,6,0.365
8,7,0.55
8,9,0.5
8,10,0.625
8,11,0.55
8,12,0.365
8,13,0.33
8,14,0.33
8,15,0.62
8,16,0.7350000000000001
8,17,0.62
8,18,0.55
8,19,0.83
8,20,0.365
8,21,0.67
8,22,0.29000000000000004
8,23,0.365
8,24,0.46499999999999997
8,25,0.5
9,1,0.67
9,2,0.21000000000000002
9,3,0.915
9,4,0.41500000000000004
9,5,0.365
9,6,0.915
9,7,0.7350000000000001
9,8,0.5
9,10,0.625
9,11,0.915
9,12,0.185
9,13,0.17
9,14,0.17
9,15,0.31
9,16,0.365
9,17,0.77
9,18,0.185
9,19,0.5
9,20,0.915
9,21,0.83
9,22,0.14500000000000002
9,23,0.915
9,24,0.77
9,25,0.5
10,1,0.835
10,3,0.45
10,4,0.25
10,5,0.45
10,6,0.675
10,7,0.45
10,8,0.625
10,9,0.625
10,11,0.675
10,12,0.45
10,13,0.41500000000000004
10,14,0.41500000000000004
10,15,0.395
10,16,0.225
10,17,0.7849999999999999
10,19,0.625
10,20,0.675
10,21,0.625
10,22,0.375
10,23,0.675
10,24,0.7849999999999999
10,25,0.835
11,1,0.7350000000000001
11,2,0.225
11,3,0.8
11,4,0.45
11,5,0.4
11,6,0.8
11,7,0.8
11,8,0.55
11,9,0.915
11,10,0.675
11,12,0.2
11,13,0.185
11,14,0.185
11,15,0.345
11,16,0.4
11,17,0.855
11,18,0.2
11,19,0.55
11,20,0.8
11,21,0.915
11,22,0.16
11,23,0.8
11,24,0.685
11,25,0.55
12,1,0.365
12,5,0.4
12,6,0.2
12,8,0.365
12,9,0.185
12,10,0.45
12,11,0.2
12,13,0.915
12,14,0.915
12,15,0.855
12,17,0.515
12,19,0.55
12,20,0.2
12,21,0.185
12,22,0.81
12,23,0.2
12,24,0.515
12,25,0.7350000000000001
13,1,0.33
13,5,0.365
13,6,0.185
13,8,0.33
13,9,0.17
13,10,0.41500000000000004
13,11,0.185
13,12,0.915
13,14,1.0
13,15,0.77
13,17,0.46499999999999997
13,19,0.5
13,20,0.185
13,21,0.17
13,22,0.875
13,23,0.185
13,24,0.46499999999999997
13,25,0.67
14,1,0.33
14,5,0.365
14,6,0.185
14,8,0.33
14,9,0.17
14,10,0.41500000000000004
14,11,0.185
14,12,0.915
14,13,1.0
14,15,0.77
14,17,0.46499999999999997
14,19,0.5
14,20,0.185
14,21,0.17
14,22,0.875
14,23,0.185
14,24,0.46499999999999997
14,25,0.67
15,1,0.62
15,2,0.395
15,3,0.17
15,4,0.395
15,5,0.685
15,6,0.17
15,7,0.345
15,8,0.62
15,9,0.31
15,10,0.395
15,11,0.345
15,12,0.855
15,13,0.77
15,14,0.77
15,16,0.345
15,17,0.57
15,18,0.345
15,19,0.77
15,20,0.17
15,21,0.46499999999999997
15,22,0.665
15,23,0.17
15,24,0.43
15,25,0.62
16,1,0.55
