15,7,0.67
15,8,0.46499999999999997
15,9,0.835
15,10,0.46499999999999997
15,11,0.67
15,12,0.55
15,13,0.6950000000000001
15,14,0.17
15,16,0.67
15,17,0.83
15,18,0.83
15,19,0.5
15,20,0.5
15,21,0.83
15,22,0.5
15,23,0.7350000000000001
15,24,0.83
15,25,0.83
16,1,0.365
16,2,0.83
16,3,0.725
16,4,0.9299999999999999
16,5,0.5
16,6,0.33
16,7,0.33
16,8,0.15500000000000003
16,9,0.41500000000000004
16,10,0.77
16,11,0.33
16,12,0.55
16,13,0.6950000000000001
16,14,0.17
16,15,0.67
16,17,0.5
16,18,0.67
16,19,0.5
16,20,0.17
16,21,0.83
16,22,0.17
16,23,0.365
16,24,0.5
16,25,0.5
17,1,0.7350000000000001
17,2,0.5
17,3,0.725
17,4,0.62
17,5,0.83
17,6,0.67
17,7,0.67
17,8,0.46499999999999997
17,9,0.835
17,10,0.31
17,11,0.67
17,12,0.55
17,13,0.555
17,14,0.33
17,15,0.83
17,16,0.5
17,18,0.83
17,19,0.67
17,20,0.5
17,21,0.67
17,22,0.5
17,23,0.915
17,24,1.0
17,25,0.67
18,1,0.55
18,2,0.67
18,3,0.875
18,4,0.77
18,5,0.67
18,6,0.5
18,7,0.5
18,8,0.31
18,9,0.625
18,10,0.46499999999999997
18,11,0.5
18,12,0.7350000000000001
18,13,0.555
18,14,0.33
18,15,0.83
18,16,0.67
18,17,0.83
18,19,0.67
18,20,0.33
18,21,0.83
18,22,0.33
18,23,0.7350000000000001
18,24,0.83
18,25,0.67
19,1,0.365
19,2,0.33
19,3,0.725
19,4,0.62
19,5,0.5
19,6,0.33
19,7,0.33
19,8,0.15500000000000003
19,9,0.41500000000000004
19,10,0.31
19,11,0.33
19,12,0.7350000000000001
19,13,0.275
19,14,0.67
19,15,0.5
19,16,0.5
19,17,0.67
19,18,0.67
19,20,0.17
19,21,0.5
19,22,0.17
19,23,0.55
19,24,0.67
19,25,0.33
20,1,0.7350000000000001
20,2,0.33
20,3,0.29000000000000004
20,4,0.15500000000000003
20,5,0.67
20,6,0.83
20,7,0.83
20,8,0.9299999999999999
20,9,0.625
20,10,0.15500000000000003
20,11,0.83
20,13,0.6950000000000001
20,15,0.5
20,16,0.17
20,17,0.5
20,18,0.33
20,19,0.17
20,21,0.33
20,22,1.0
20,23,0.55
20,24,0.5
20,25,0.67
21,1,0.55
21,2,0.83
21,3,0.875
21,4,0.77
21,5,0.67
21,6,0.5
21,7,0.5
21,8,0.31
21,9,0.625
21,10,0.62
21,11,0.5
21,12,0.55
21,13,0.6950000000000001
21,14,0.17
21,15,0.83
21,16,0.83
21,17,0.67
21,18,0.83
21,19,0.5
21,20,0.33
21,22,0.33
21,23,0.55
21,24,0.67
21,25,0.67
22,1,0.7350000000000001
22,2,0.33
22,3,0.29000000000000004
22,4,0.15500000000000003
22,5,0.67
22,6,0.83
22,7,0.83
22,8,0.9299999999999999
22,9,0.625
22,10,0.15500000000000003
22,11,0.83
22,13,0.6950000000000001
22,15,0.5
22,16,0.17
22,17,0.5
22,18,0.33
22,19,0.17
22,20,1.0
22,21,0.33
22,23,0.55
22,24,0.5
22,25,0.67
23,1,0.6
23,2,0.365
23,3,0.65
23,4,0.515
23,5,0.7350000000000001
23,6,0.55
23,7,0.7350000000000001
23,8,0.515
23,9,0.9
23,10,0.17
23,11,0.55
23,12,0.4
23,13,0.46499999999999997
23,14,0.365
23,15,0.7350000000000001
23,16,0.365
23,17,0.915
23,18,0.7350000000000001
23,19,0.55
23,20,0.55
23,21,0.55
23,22,0.55
23,24,0.915
23,25,0.55
24,1,0.7350000000000001
24,2,0.5
24,3,0.725
24,4,0.62
24,5,0.83
24,6,0.67
24,7,0.67
24,8,0.46499999999999997
24,9,0.835
24,10,0.31
24,11,0.67
24,12,0.55
24,13,0.555
24,14,0.33
24,15,0.83
24,16,0.5
24,17,1.0
24,18,0.83
24,19,0.67
24,20,0.5
24,21,0.67
24,22,0.5
24,23,0.915
24,25,0.67
25,1,0.915
25,2,0.67
25,3,0.585
25,4,0.46499999999999997
25,5,0.83
25,6,0.83
25,7,0.67
25,8,0.62
25,9,0.625
25,10,0.46499999999999997
25,11,0.83
25,12,0.365
25,13,0.835
25,15,0.83
25,16,0.5
25,17,0.67
25,18,0.67
25,19,0.33
25,20,0.67
25,21,0.67
25,22,0.67
25,23,0.55
25,24,0.67
