1,2,0.55
1,3,0.49
1,4,0.345
1,5,0.915
1,6,0.915
1,7,0.7350000000000001
1,8,0.685
1,9,0.675
1,10,0.345
1,11,0.915
1,12,0.2
1,13,0.78
1,15,0.7350000000000001
1,16,0.365
1,17,0.7350000000000001
1,18,0.55
1,19,0.365
1,20,0.7350000000000001
1,21,0.55
1,22,0.7350000000000001
1,23,0.6
1,24,0.7350000000000001
1,25,0.915
2,1,0.55
2,3,0.725
2,4,0.77
2,5,0.5
2,6,0.5
2,7,0.33
2,8,0.31
2,9,0.41500000000000004
2,10,0.77
2,11,0.5
2,12,0.365
2,13,0.835
2,15,0.67
2,16,0.83
2,17,0.5
2,18,0.67
2,19,0.33
2,20,0.33
2,21,0.83
2,22,0.33
2,23,0.365
2,24,0.5
2,25,0.67
3,1,0.49
3,2,0.725
3,4,0.8049999999999999
3,5,0.585
3,6,0.44
3,7,0.44
3,8,0.27
3,9,0.565
3,10,0.5349999999999999
3,11,0.44
3,12,0.81
3,13,0.5900000000000001
3,14,0.44
3,15,0.725
3,16,0.725
3,17,0.725
3,18,0.875
3,19,0.725
3,20,0.29000000000000004
3,21,0.875
3,22,0.29000000000000004
3,23,0.65
3,24,0.725
3,25,0.585
4,1,0.345
4,2,0.77
4,3,0.8049999999999999
4,5,0.46499999999999997
4,6,0.31
4,7,0.31
4,8,0.14
4,9,0.395
4,10,0.71
4,11,0.31
4,12,0.685
4,13,0.635
4,14,0.31
4,15,0.62
4,16,0.9299999999999999
4,17,0.62
4,18,0.77
4,19,0.62
4,20,0.15500000000000003
4,21,0.77
4,22,0.15500000000000003
4,23,0.515
4,24,0.62
4,25,0.46499999999999997
5,1,0.915
5,2,0.5
5,3,0.585
5,4,0.46499999999999997
5,6,0.83
5,7,0.83
5,8,0.62
5,9,0.835
5,10,0.31
5,11,0.83
5,12,0.365
5,13,0.6950000000000001
5,14,0.17
5,15,0.83
5,16,0.5
5,17,0.83
5,18,0.67
5,19,0.5
5,20,0.67
5,21,0.67
5,22,0.67
5,23,0.7350000000000001
5,24,0.83
5,25,0.83
6,1,0.915
6,2,0.5
6,3,0.44
6,4,0.31
6,5,0.83
6,7,0.83
6,8,0.77
6,9,0.625
6,10,0.31
6,11,1.0
6,12,0.185
6,13,0.835
6,15,0.67
6,16,0.33
6,17,0.67
6,18,0.5
6,19,0.33
6,20,0.83
6,21,0.5
6,22,0.83
6,23,0.55
6,24,0.67
6,25,0.83
7,1,0.7350000000000001
7,2,0.33
7,3,0.44
7,4,0.31
7,5,0.83
7,6,0.83
7,8,0.77
7,9,0.835
7,10,0.15500000000000003
7,11,0.83
7,12,0.185
7,13,0.6950000000000001
7,14,0.17
7,15,0.67
7,16,0.33
7,17,0.67
7,18,0.5
7,19,0.33
7,20,0.83
7,21,0.5
7,22,0.83
7,23,0.7350000000000001
7,24,0.67
7,25,0.67
8,1,0.685
8,2,0.31
8,3,0.27
8,4,0.14
8,5,0.62
8,6,0.77
8,7,0.77
8,9,0.59
8,10,0.14
8,11,0.77
8,13,0.635
8,15,0.46499999999999997
8,16,0.15500000000000003
8,17,0.46499999999999997
8,18,0.31
8,19,0.15500000000000003
8,20,0.9299999999999999
8,21,0.31
8,22,0.9299999999999999
8,23,0.515
8,24,0.46499999999999997
8,25,0.62
9,1,0.675
9,2,0.41500000000000004
9,3,0.565
9,4,0.395
9,5,0.835
9,6,0.625
9,7,0.835
9,8,0.59
9,10,0.195
9,11,0.625
9,12,0.225
9,13,0.54
9,14,0.21000000000000002
9,15,0.835
9,16,0.41500000000000004
9,17,0.835
9,18,0.625
9,19,0.41500000000000004
9,20,0.625
9,21,0.625
9,22,0.625
9,23,0.9
9,24,0.835
9,25,0.625
10,1,0.345
10,2,0.77
10,3,0.5349999999999999
10,4,0.71
10,5,0.31
10,6,0.31
10,7,0.15500000000000003
10,8,0.14
10,9,0.195
10,11,0.31
10,12,0.345
10,13,0.635
10,15,0.46499999999999997
10,16,0.77
10,17,0.31
10,18,0.46499999999999997
10,19,0.31
10,20,0.15500000000000003
10,21,0.62
10,22,0.15500000000000003
10,23,0.17
10,24,0.31
10,25,0.46499999999999997
11,1,0.915
11,2,0.5
11,3,0.44
11,4,0.31
11,5,0.83
11,6,1.0
11,7,0.83
11,8,0.77
11,9,0.625
11,10,0.31
11,12,0.185
11,13,0.835
11,15,0.67
11,16,0.33
11,17,0.67
11,18,0.5
11,19,0.33
11,20,0.83
11,21,0.5
11,22,0.83
11,23,0.55
11,24,0.67
11,25,0.83
12,1,0.2
12,2,0.365
12,3,0.81
12,4,0.685
12,5,0.365
12,6,0.185
12,7,0.185
12,9,0.225
12,10,0.345
12,11,0.185
12,13,0.31
12,14,0.55
12,15,0.55
12,16,0.55
12,17,0.55
12,18,0.7350000000000001
12,19,0.7350000000000001
12,21,0.55
12,23,0.4
12,24,0.55
12,25,0.365
13,1,0.78
13,2,0.835
13,3,0.5900000000000001
13,4,0.635
13,5,0.6950000000000001
13,6,0.835
13,7,0.6950000000000001
13,8,0.635
13,9,0.54
13,10,0.635
13,11,0.835
13,12,0.31
13,15,0.6950000000000001
13,16,0.6950000000000001
13,17,0.555
13,18,0.555
13,19,0.275
13,20,0.6950000000000001
13,21,0.6950000000000001
13,22,0.6950000000000001
13,23,0.46499999999999997
13,24,0.555
13,25,0.835
14,3,0.44
14,4,0.31
14,5,0.17
14,7,0.17
14,9,0.21000000000000002
14,12,0.55
14,15,0.17
14,16,0.17
14,17,0.33
14,18,0.33
14,19,0.67
14,21,0.17
14,23,0.365
14,24,0.33
15,1,0.7350000000000001
15,2,0.67
15,3,0.725
15,4,0.62
15,5,0.83
15,6,0.67
